Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.215.173.1-101.91.37.29-42098-80-6,10.215.173.1,42098,101.91.37.29,80,6,10/11/2022 09:34:41 上午,157101,6,7,1600.0,4107.0,1036.0,0.0,266.6666666666667,439.25512708068266,1400.0,0.0,586.7142857142857,732.4176209162171,36326.94890548119,82.74931413549245,13091.749999999998,34045.16137860789,115615.0,14.0,117028.0,23405.6,51906.85756044186,116259.0,45.0,157101.0,26183.5,46250.46199444931,115615.0,76.0,0,0,0,0,120,168,38.19199113945806,44.5573229960344,0.0,1400.0,407.64285714285717,600.8470440383895,361017.17032967036,0,1,0,0,0,0,0,0,1.0,439.0,266.6666666666667,586.7142857142857,0,0,0,0,0,0,6,1600,7,4107,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.91.37.29-42102-80-6,10.215.173.1,42102,101.91.37.29,80,6,10/11/2022 09:34:46 上午,270044,7,7,673.0,5468.0,673.0,0.0,96.14285714285714,254.37009033520994,1400.0,0.0,781.1428571428571,732.1810861099478,22740.73854631097,51.84340329724045,20772.615384615383,43128.6710988921,135337.0,11.0,120185.0,20030.833333333336,42882.53806115802,107386.0,11.0,265444.0,44240.666666666664,57394.27205102149,135337.0,972.0,0,0,0,0,140,168,25.921701648620225,25.921701648620225,0.0,1400.0,409.4,622.5883528808238,387616.2571428571,0,1,0,0,0,0,0,0,1.0,438.64285714285717,96.14285714285714,781.1428571428571,0,0,0,0,0,0,7,673,7,5468,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.91.37.29-42102-80-6,101.91.37.29,80,10.215.173.1,42102,6,10/11/2022 09:34:46 上午,11630,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.96904557179707,11630.0,0.0,11630.0,11630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,85.98452278589853,85.98452278589853,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8191,0,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.226.137.102-46812-80-6,10.215.173.1,46812,101.226.137.102,80,6,10/11/2022 09:34:46 上午,181900,3,5,782.0,606.0,782.0,0.0,260.66666666666663,451.48791050628734,606.0,0.0,121.2,271.0114388729745,7630.566245189664,43.9802089059923,25985.714285714283,41113.17380805608,106784.0,22.0,62013.0,31006.5,43793.24427922645,61973.0,40.0,181900.0,45475.0,47291.056807815155,106784.0,503.0,0,0,0,0,60,128,16.492578339747112,27.487630566245187,0.0,782.0,154.22222222222223,309.17219222375815,95587.44444444445,0,1,0,0,0,0,0,0,1.0,173.5,260.6666666666667,121.2,0,0,0,0,0,0,3,782,5,606,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.226.137.103-41540-80-6,10.215.173.1,41540,101.226.137.103,80,6,10/11/2022 09:34:47 上午,183147,4,4,782.0,606.0,782.0,0.0,195.49999999999997,391.0,606.0,0.0,151.5,303.0,7578.611716271628,43.6807591715944,26163.857142857145,33523.6896011789,84552.0,295.0,120447.0,40149.0,43364.92397087766,90188.0,13520.0,169307.0,56435.666666666664,31527.716478256607,84552.0,22350.0,0,0,0,0,80,108,21.8403795857972,21.8403795857972,0.0,782.0,154.22222222222223,309.17219222375815,95587.44444444445,0,1,0,0,0,0,0,0,1.0,173.5,195.5,151.5,0,0,0,0,0,0,4,782,4,606,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.226.137.103-41540-80-6,101.226.137.103,80,10.215.173.1,41540,6,10/11/2022 09:34:47 上午,314,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6369.426751592357,314.0,0.0,314.0,314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3184.7133757961783,3184.7133757961783,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8191,0,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.91.37.29-42116-80-6,10.215.173.1,42116,101.91.37.29,80,6,10/11/2022 09:34:47 上午,250426,5,7,673.0,3803.0,673.0,0.0,134.6,300.9747497714717,1400.0,0.0,543.2857142857143,688.575029628995,17873.543481906832,47.91834713647944,22766.0,58986.87411280581,197300.0,16.0,212859.0,53214.75000000001,105140.27385791168,210921.0,95.0,250426.0,41737.66666666667,77579.63673714042,197300.0,90.0,0,0,0,0,100,168,19.9659779735331,27.95236916294634,0.0,1400.0,344.3076923076923,564.4124355787153,318561.39743589744,0,1,0,0,0,0,0,0,1.0,373.0,134.6,543.2857142857143,0,0,0,0,0,0,5,673,7,3803,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.226.137.103-41548-80-6,10.215.173.1,41548,101.226.137.103,80,6,10/11/2022 09:34:47 上午,272914,5,6,1588.0,1712.0,1036.0,0.0,317.6,467.34655235702763,1400.0,0.0,285.3333333333333,560.1523602259181,12091.721201550672,40.30573733850224,27291.399999999998,61621.117776655476,185626.0,13.0,187964.0,46991.0,93306.88998853907,186951.0,148.0,272914.0,54582.8,81743.17243476669,185626.0,129.0,0,0,0,0,100,148,18.3207896993192,21.98494763918304,0.0,1400.0,275.0,479.3787646527535,229804.0,0,1,0,0,0,0,0,0,1.0,300.0,317.6,285.3333333333333,0,0,0,0,0,0,5,1588,6,1712,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.91.37.29-42124-80-6,10.215.173.1,42124,101.91.37.29,80,6,10/11/2022 09:34:47 上午,478175,23,23,938.0,26702.0,938.0,0.0,40.782608695652165,195.58652038553612,1400.0,0.0,1160.9565217391303,499.1293764019022,57803.105557588744,96.19909029121138,10626.11111111111,56621.64615924575,377681.0,11.0,423557.0,19252.590909090915,81056.98484967173,381225.0,11.0,474989.0,21590.4090909091,80481.59077741177,377681.0,67.0,0,0,0,0,460,488,48.09954514560569,48.09954514560569,0.0,1400.0,588.0851063829788,677.365350963866,458823.8186864014,0,1,0,0,0,0,0,0,1.0,600.8695652173913,40.78260869565217,1160.9565217391305,0,0,0,0,0,0,23,938,23,26702,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
10.215.173.1-101.91.37.29-42124-80-6,101.91.37.29,80,10.215.173.1,42124,6,10/11/2022 09:34:48 上午,308,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6493.506493506494,308.0,0.0,308.0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3246.753246753247,3246.753246753247,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8191,0,0,0,0,0,0,0,0,0,0,No Label
